번호,개방서비스명,소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보x(epsg5174),좌표정보y(epsg5174)
5715,동물약국,031-572-8116,경기도 남양주시 별내동 989 이마트,"경기도 남양주시 순화궁로 167, 이마트 2층 (별내동)",12113,별내이마트동물약국,211047.543226491,460054.746656557
5716,동물약국,,경기도 화성시 장지동 929-1,"경기도 화성시 동탄대로1길 3, 107호 (장지동)",18499,금호약국,209146.948818268,406449.415553635
5717,동물약국,041-552-4800,충청남도 천안시 동남구 신부동 468-3,"충청남도 천안시 동남구 만남로 64, 104호 (신부동)",31124,메디팜백화점약국,214154.428994045,368636.757402299
5718,동물약국,851-1955,충청북도 충주시 엄정면 용산리 467,충청북도 충주시 엄정면 토끼미1길 29,27313,엄정약국,281265.645297577,398675.02730651
5719,동물약국,054-532-7599,경상북도 상주시 남성동 12-13,경상북도 상주시 상산로 266(남성동),37196,상주종합약국,303939.392541756,324361.420275099
5720,동물약국,,부산광역시 부산진구 당감동 252-26,부산광역시 부산진구 당감로16번길 3(당감동),47181,대생약국,385784.538131076,186801.39282421
5721,동물약국,,광주광역시 남구 진월동 292,"광주광역시 남구 서문대로701번길 2, 넥스타워 1층 103-2호 (진월동)",61725,하누리 약국,190635.477936701,180345.157511934
5722,동물약국,042-721-3070,대전광역시 서구 둔산동 1407,"대전광역시 서구 둔산로123번길 21, 1층 (둔산동)",35240,엠시티약국,234687.903367636,316894.987049907
5723,동물약국,,경기도 이천시 창전동 162-3 연세두루의원 1층,"경기도 이천시 영창로 200, 연세두루의원 (창전동)",17369,정원약국,239363.302844482,419984.490376408
5724,동물약국,471-9329,인천광역시 남동구 서창동 691-2,"인천광역시 남동구 서창남순환로215번길 17, 114호 (서창동)",21614,서창동물약국,177584.32186028,435875.950141669
5725,동물약국,,경기도 고양시 덕양구 도내동 950 원흥퍼스트푸르지오시티,"경기도 고양시 덕양구 권율대로 512, 원흥퍼스트푸르지오시티 209호 (도내동)",10551,2층푸른약국,188485.337314357,459330.401961716
5726,동물약국,,부산광역시 기장군 기장읍 동부리 374-15,"부산광역시 기장군 기장읍 차성동로116번길 5, 1층 101호",46063,삼성온누리약국,401783.615315482,196579.266670982
5727,동물약국,03180229010,경기도 광주시 오포읍 신현리 369-7,"경기도 광주시 오포읍 태재로 107, 1층 102호",12772,오포사랑약국,,
5728,동물약국,,충청남도 보령시 대천동 326 약국,"충청남도 보령시 대흥로 43, 약국 (대천동)",33449,시장약국,163454.562745502,316606.364049879
5729,동물약국,053-526-4464,대구광역시 달서구 본리동 110-1,대구광역시 달서구 당산로 43(본리동),42675,새열린약국,339477.48149601,261243.010164359
5730,동물약국,,경상남도 창원시 진해구 석동 543-2 화남빌딩,"경상남도 창원시 진해구 진해대로 757, 화남빌딩 208호 (석동)",51586,석동이층 동물약국,354681.450891888,185822.106765973
5731,동물약국,055-273-2577,경상남도 창원시 의창구 도계동 326-16 도계중앙빌딩,"경상남도 창원시 의창구 도계로 57, 도계중앙빌딩 102호 (도계동)",51164,나드리 동물약국,348971.027512507,196807.165900862
5732,동물약국,055-246-5757,경상남도 창원시 마산합포구 중앙동3가 4-44 삼성한약방,"경상남도 창원시 마산합포구 3·15대로 236, 삼성한약방 1층 (중앙동3가)",51732,다인동물약국,342681.233709508,190013.675540566
5733,동물약국,,부산광역시 연제구 연산동 822-46,"부산광역시 연제구 연수로 105, 1층 (연산동)",47604,사랑약국,389650.008253207,188231.01773282
5734,동물약국,,대구광역시 수성구 지산동 1194-1,대구광역시 수성구 용학로 204(지산동),42219,늘 건강한 약국,347315.453555383,259171.32446472
5735,동물약국,02-3487-3414,서울특별시 서초구 서초동 1622-19 아진빌딩,"서울특별시 서초구 서초중앙로8길 13, 아진빌딩 1층 (서초동)",06640,봄약국,201361.320991326,442730.402604457
5736,동물약국,,광주광역시 북구 운암동 1051,"광주광역시 북구 북문대로 144, 1층 (운암동)",61102,참사랑약국,188397.559671046,186992.064524224
5737,동물약국,051-711-9070,부산광역시 해운대구 우동 610-8,부산광역시 해운대구 중동1로 15-3(우동),48095,바른약국,396865.895742095,187078.377568051
5738,동물약국,02-6080-9485,서울특별시 구로구 구로동 731-7 1층,"서울특별시 구로구 구로동로 130, 1층 (구로동)",08311,서울약국,189708.937948691,443115.918818787
5739,동물약국,054-781-0778,"경상북도 울진군 울진읍 읍내리 523 울진농협,하나로마트","경상북도 울진군 울진읍 울진중앙로 136, 울진농협,하나로마트",36324,한마음약국,413752.791865817,390717.056950829
5740,동물약국,,대전광역시 동구 원동 20-3,"대전광역시 동구 대전로 782-1, 1층 (원동)",34629,보명사약국,238880.378512251,314399.955697443
5741,동물약국,,경기도 성남시 분당구 야탑동 355-4 한주코아 104호,"경기도 성남시 분당구 야탑로69번길 8, 한주코아 104호 (야탑동)",13497,하루약국,211158.377507215,434275.275563125
5742,동물약국,,경기도 김포시 풍무동 199,"경기도 김포시 양도로19번길 7, 가나프라자 104호 (풍무동)",10113,연세푸른약국,,
5743,동물약국,061-742-0250,전라남도 순천시 남정동 546-8 현대의원,"전라남도 순천시 우석로 98, 현대의원 (남정동)",57958,이화약국,244574.1116212,159955.23542851
5744,동물약국,061-903-3787,전라남도 순천시 행동 3-3 이조약국,"전라남도 순천시 서문성터길 1, 이조약국 (행동)",57941,이조약국,244085.762729456,162133.293482728
5745,동물약국,055-854-3091,경상남도 사천시 사천읍 평화리 157-13 지리산약국,"경상남도 사천시 사천읍 읍내1길 60, 지리산약국",52518,지리산약국,299065.989272384,176478.46622654
5746,동물약국,051-22-2744,부산광역시 사하구 괴정동 1008-1,"부산광역시 사하구 낙동대로 212, 1층 (괴정동)",49338,우리약국,381703.169778705,179766.27330057
5747,동물약국,02-525-2588,서울특별시 서초구 서초동 1502-12 서초꽃마을 주얼리,"서울특별시 서초구 반포대로27길 13, 2층 206호 (서초동, 서초꽃마을 주얼리)",06656,서초우리약국,200601.352689145,443052.573822557
5748,동물약국,,광주광역시 서구 금호동 793 국승빌딩 110호,"광주광역시 서구 금화로 88, 국승빌딩 1층 110호 (금호동)",62014,금호프라자약국,187006.622566868,181430.741655979
5749,동물약국,02-6956-7790,서울특별시 동대문구 장안동 143-8,"서울특별시 동대문구 답십리로 250, 1층 (장안동)",02623,정담은약국,205923.361703604,452237.664972317
5750,동물약국,,경상남도 진주시 금산면 중천리 234-7,경상남도 진주시 금산면 금산로 80,52633,금산동물약국,304200.273699638,191182.798017747
5751,동물약국,031-845-5567,경기도 의정부시 의정부동 159-17,경기도 의정부시 시민로131번길 66(의정부동),11695,보룡동물약국,204321.243927421,470957.319601007
5752,동물약국,,인천광역시 중구 인현동 22-7,"인천광역시 중구 우현로 90, 1층 (인현동)",22318,포도나무약국,167303.993979138,441447.575561132
5753,동물약국,070-8201-3663,경상남도 김해시 내동 893-26,"경상남도 김해시 금관대로1261번길 6, 1층 (내동)",50893,건강사랑약국,369083.634891708,194784.746702601
5754,동물약국,0260527791,서울특별시 성북구 동소문동2가 227 애산빌딩,"서울특별시 성북구 동소문로 18-1, 애산빌딩 1층 (동소문동2가)",02860,참약사엘림약국,200662.617377602,454094.531352725
5755,동물약국,,부산광역시 남구 용호동 198-3,"부산광역시 남구 용호로 50, 1층 (용호동)",48523,신세명약국,392203.881591875,182835.87678881
5756,동물약국,031-362-5805,경기도 안산시 단원구 원곡동 838,"경기도 안산시 단원구 화랑로 102, e편한세상 초지역센트럴포레 단지내상가 1동 3층(320,321호) (원곡동)",15389,포레약국,182208.551401427,424937.367747656
5757,동물약국,052-264-9337,울산광역시 울주군 언양읍 남부리 341-1,"울산광역시 울주군 언양읍 반구대로 822, 언양메디컬약국 1층",44940,언양 메디칼약국,392820.431712208,231372.019214494
5758,동물약국,,경기도 양주시 고암동 170-7,"경기도 양주시 화합로 1481, 1층 (고암동)",11452,참약사양주큰사랑약국,206248.353057372,481747.346365542
5759,동물약국,051-241-0095,부산광역시 중구 대청동1가 39-2,부산광역시 중구 대청로 126(대청동1가),48950,참편한 약국,385350.382927298,180060.036558767
5760,동물약국,061-552-2460,전라남도 완도군 완도읍 군내리 1314,전라남도 완도군 완도읍 장보고대로 264,59122,건강마트약국,177275.379521657,90869.4334014732
5761,동물약국,555-2460,전라남도 완도군 완도읍 군내리 1236-2,전라남도 완도군 완도읍 개포로 154-7,59114,백제약국,176476.879897154,91291.9074673663
5762,동물약국,,경기도 파주시 야당동 1066 삼융시네마,"경기도 파주시 경의로 1074, 삼융시네마 104호 (야당동)",10908,운정시네마약국,178762.944382712,467888.441966974
5763,동물약국,,경기도 수원시 팔달구 인계동 942-4,경기도 수원시 팔달구 경수대로 568(인계동),16484,100세약국,202664.761554844,419376.130149538
5764,동물약국,02-459-9318,서울특별시 강남구 일원동 684-1 하나은행 일원중앙,"서울특별시 강남구 일원로 37, 하나은행 일원중앙 1층 101호 (일원동)",06343,삼성정다운약국,207117.845377222,443146.908652066
5765,동물약국,042-524-8353,대전광역시 서구 둔산동 963,"대전광역시 서구 둔산북로 36, 3층 305호 (둔산동)",35229,둔산건강약국,233890.411692482,317246.141442164
5766,동물약국,02-587-8228,서울특별시 서초구 서초동 1553-3 스타갤러리브릿지,"서울특별시 서초구 서초대로 250, 스타갤러리브릿지 지하1층 102호 (서초동)",06647,스타온누리약국,200741.837498794,443309.391151125
5767,동물약국,031-441-4111,경기도 안양시 만안구 안양동 676-101 중앙빌딩,"경기도 안양시 만안구 안양로 293, 중앙빌딩 (안양동)",14001,중앙프라자약국,,
5768,동물약국,,광주광역시 남구 주월동 1286-1 세븐편의점(남구사회복지협의회),"광주광역시 남구 봉선로 12, 세븐편의점(남구사회복지협의회) (주월동)",61697,온약국,191007.50846956,181436.421956729
5769,동물약국,,경기도 고양시 덕양구 삼송동 128-2,"경기도 고양시 덕양구 동송로 63, 103호 (삼송동)",10590,참약사참약국,190708.394016344,461091.529189221
5770,동물약국,,경기도 고양시 일산서구 덕이동 1543 금문프라자,"경기도 고양시 일산서구 하이파크2로 40, 금문프라자 102호 (덕이동)",10234,스마트약국,,
5771,동물약국,041-531-0042,충청남도 아산시 온천동 211-13,"충청남도 아산시 온궁로 18, 1층 101호 (온천동)",31513,사거리약국,200142.981864874,364541.376604056
5772,동물약국,,충청북도 청주시 흥덕구 송정동 329-4 청주산업단지 비즈니스센터,"충청북도 청주시 흥덕구 대신로 132, 청주산업단지 비즈니스센터 1층 (송정동)",28443,솔약국,238909.399244749,349390.844809463
5773,동물약국,032-888-8876,인천광역시 미추홀구 용현동 459-30,"인천광역시 미추홀구 독배로 420-1, 1층 102호 (용현동)",22179,용현우리약국,168965.167822128,439507.129393338
5774,동물약국,043-231-4236,충청북도 청주시 흥덕구 복대동 3379 신영지웰시티,"충청북도 청주시 흥덕구 대농로 43, 3층 20호 (복대동, 신영지웰시티)",28424,지웰비타민약국,237951.599011839,349264.552038844
5775,동물약국,032-566-2624,인천광역시 서구 불로동 774-9,"인천광역시 서구 검단로 759, 스타빌딩 1층 103호 (불로동)",22620,불로스타약국,172092.890672458,456833.932258899
5776,동물약국,02-773-5001,서울특별시 중구 회현동1가 202-1,서울특별시 중구 남대문로 36(회현동1가),04529,왕솔약국,198175.323153085,450992.13518509
5777,동물약국,,서울특별시 종로구 사직동 9 301동 B127호,"서울특별시 종로구 사직로8길 4, 301동 B127호 (사직동, 광화문 풍림스페이스본)",03168,가람약국,197181.393301659,452458.826651573
5778,동물약국,,충청남도 천안시 서북구 성정동 1292 에프엠21 102호,"충청남도 천안시 서북구 쌍용대로 348, 102호 (성정동, 에프엠21)",31109,365열린약국,212239.998235614,369669.279244198
5779,동물약국,,대구광역시 달서구 진천동 602 진천역 계룡 리슈빌,"대구광역시 달서구 진천로 77, 301동 207호 (진천동, 진천역 계룡 리슈빌)",42760,초코약국,337473.886466897,258337.260301059
5780,동물약국,,경기도 수원시 팔달구 구천동 13-2,"경기도 수원시 팔달구 중부대로 20, 1층 (구천동)",16263,수원제일큰약국,201596.431747375,419215.336005618
5781,동물약국,,경기도 수원시 팔달구 신풍동 116-43,경기도 수원시 팔달구 화서문로 24(신풍동),16258,산강약국,200856.325668241,420324.239586516
5782,동물약국,,경상남도 창원시 마산회원구 석전동 225-14,"경상남도 창원시 마산회원구 마산역광장로 2, 1층 (석전동)",51302,마산육일약국,343722.587203112,194011.02869049
5783,동물약국,062-524-9111,광주광역시 동구 계림동 518-22,"광주광역시 동구 무등로 405, 102-1호 (계림동)",61405,하늘약국,193274.223990446,184508.58796444
5784,동물약국,,경기도 광명시 일직동 512-3,"경기도 광명시 양지로 21, 티타워 105호 (일직동)",14345,빛가온약국,189541.850018502,435187.738812827
5785,동물약국,043-733-4566,충청북도 옥천군 옥천읍 금구리 172-3 주1동,"충청북도 옥천군 옥천읍 삼금로 33-1, 주1동",29038,김약국,250907.953675002,311348.004899862
5786,동물약국,,부산광역시 금정구 부곡동 223-4 하나클리닉센터,"부산광역시 금정구 수림로 15, 하나클리닉센터 1층 (부곡동)",46276,메디칼약국,390238.774272992,195336.263313004
5787,동물약국,031-774-2210,경기도 양평군 강하면 운심리 243-1,경기도 양평군 강하면 강남로 118,12574,강하약국,235368.673866115,443538.259580316
5788,동물약국,044-865-0330,세종특별자치시 나성동 371 나릿재마을 3단지,"세종특별자치시 국세청로 45, 상가A동 120호 (나성동, 나릿재마을 3단지)",30128,넘버원약국,223401.664722664,332043.333520407
5789,동물약국,055-256-0101,경상남도 창원시 의창구 중동 784-1 어반브릭스,"경상남도 창원시 의창구 중동중앙로 47, 어반브릭스 스튜디오스트리트몰동 1014,1022호 (중동)",51382,창원유니동물약국,347814.77580011,196470.322284895
5790,동물약국,,경상북도 경주시 외동읍 입실리 1045-5,경상북도 경주시 외동읍 입실로 78,38213,유명약국,410268.785462089,248646.656080711
5791,동물약국,051-205-2555,부산광역시 사하구 당리동 301-21,부산광역시 사하구 승학로 7(당리동),49316,하단본약국,379517.024571224,180388.011870498
5792,동물약국,,경기도 김포시 하성면 마곡리 635-27,"경기도 김포시 하성면 태산로 15, 1층",10011,하성약국,167459.849919438,468498.846232677
5793,동물약국,,서울특별시 송파구 석촌동 273-5,"서울특별시 송파구 가락로 94, 103호 (석촌동)",05696,365바른약국,209357.956006173,444284.283207535
5794,동물약국,051-715-4849,부산광역시 동래구 안락동 765-6,"부산광역시 동래구 안연로109번길 17, 1층 1호 (안락동)",47889,옵티마동래약국,390899.791295952,190654.414274919
5795,동물약국,061-912-3188,전라남도 광양시 광양읍 덕례리 1665-16,"전라남도 광양시 광양읍 대림오성로 63, 지하1층 1,2호",57761,우리동네 약국,251975.904960566,163324.117110802
5796,동물약국,,서울특별시 구로구 신도림동 460-26 2호선 신도림역 234- 115호,"서울특별시 구로구 새말로 지하117-21, 2호선 신도림역 234-115호 (신도림동)",08288,신도림역약국,190302.580042588,445174.416440663
5797,동물약국,055-911-5388,경상남도 양산시 물금읍 가촌리 1292 라피에스타,"경상남도 양산시 물금읍 증산역로 177, 라피에스타 1-053호",50653,은하수약국,382680.011475879,203015.651868728
5798,동물약국,,서울특별시 송파구 방이동 110-3 쿠피아타워 102호,"서울특별시 송파구 백제고분로 460, 쿠피아타워 102호 (방이동)",05641,별온누리약국,209945.436745099,445478.456701177
5799,동물약국,031-732-5001,경기도 성남시 수정구 신흥동 2465-5,"경기도 성남시 수정구 산성대로 321, 신동아파라디움 상가 181~182호 (신흥동)",13272,태영약국,213387.36724798,437892.274344107
5800,동물약국,,서울특별시 금천구 시흥동 828-41,서울특별시 금천구 금하로 707(시흥동),08574,형제약국,191854.358906395,438793.993163228
5801,동물약국,,부산광역시 금정구 부곡동 324-1,부산광역시 금정구 부곡로 98(부곡동),46305,모범약국,390359.309067087,193705.182554247
5802,동물약국,064-702-4824,제주특별자치도 제주시 노형동 3784-5,"제주특별자치도 제주시 1100로 3323, 1층 (노형동)",63083,스카이 약국,151634.009770953,-1365.24538817259
5803,동물약국,,경기도 고양시 덕양구 행신동 1082-2 명성프라자,"경기도 고양시 덕양구 중앙로 450, 명성프라자 108호 (행신동)",10486,온누리김원철약국,186285.283301036,457359.011141169
5804,동물약국,,경기도 성남시 분당구 수내동 83-1 동한프라자 1층,"경기도 성남시 분당구 돌마로366번길 42, 동한프라자 1층 (수내동)",13600,중앙메디컬동물약국,211163.148681104,429454.939071795
5805,동물약국,,경기도 수원시 영통구 원천동 589 광교중흥에스클래스 2층 203호,"경기도 수원시 영통구 광교호수공원로 277, 2층 203호 (원천동, 광교중흥에스클래스)",16517,중흥2층약국,205026.079641798,420062.878231009
5806,동물약국,032-529-6185,인천광역시 부평구 청천동 302 한산빌딩 1층,"인천광역시 부평구 길주로 510, 한산빌딩 1층 (청천동)",21364,새진약국,175080.299,445053.05
5807,동물약국,,전라남도 광양시 광영동 776-11,"전라남도 광양시 금영로 153, 1층 (광영동)",57717,건강약국,265630.960535616,163068.574913309
5808,동물약국,032-873-8087,인천광역시 미추홀구 학익동 677-1 인천 향교 회관,"인천광역시 미추홀구 매소홀로 442, 인천 향교 회관 (학익동)",22226,큰나무약국,170818.749320253,437539.009665175
5809,동물약국,0519012160,부산광역시 기장군 기장읍 당사리 524 롯데몰 동부산점,"부산광역시 기장군 기장읍 기장해안로 147, 롯데몰 동부산점 2층",46084,동부산약국,401473.950698586,190354.255834345
5810,동물약국,02-6949-5111,서울특별시 강동구 강일동 76-11 성산타워,"서울특별시 강동구 아리수로93나길 26, 성산타워 109,110호 (강일동)",05415,강빛약국,215257.766510608,452195.587817951
5811,동물약국,062-951-8703,광주광역시 광산구 수완동 1769,"광주광역시 광산구 수완로12번길 13, 1층 (수완동)",62305,수완아이러브약국,184398.948571264,187475.156838108
5812,동물약국,042-345-0323,대전광역시 서구 월평동 265,"대전광역시 서구 청사서로 46, 104호 (월평동)",35214,해피백약국,233760.913259098,317974.637477776
5813,동물약국,,경기도 양주시 덕계동 424-4 105호,"경기도 양주시 평화로 1440, 1층 105호 (덕계동)",11444,예사랑약국,204073.344481208,479620.917078287
5814,동물약국,02-3394-5170,서울특별시 동대문구 답십리동 21-8 답십리포레스트스퀘어,"서울특별시 동대문구 전농로 36, 답십리포레스트스퀘어 (답십리동)",02615,최선약국,205004.375356464,451748.804705554
5815,동물약국,,경기도 수원시 영통구 하동 984,"경기도 수원시 영통구 광교중앙로266번길 30, 그랜드프라자 109호 (하동)",16512,토닥토닥약국,206022.38941624,421149.340843283
5816,동물약국,043-731-1466,충청북도 옥천군 옥천읍 금구리 172-17,"충청북도 옥천군 옥천읍 삼금로 35, 1층",29038,희망약국,250922.032263064,311350.72239436
5817,동물약국,02-794-6045,"서울특별시 용산구 이촌동 301-263 렉스상가 2-2,3-1호","서울특별시 용산구 이촌로 300, 렉스상가 2-2, 3-1호 (이촌동)",04425,한국구일온누리약국,198165.767858385,446185.244544796
5818,동물약국,,서울특별시 노원구 상계동 724-1 길빌딩 107호,"서울특별시 노원구 노해로 490, 길빌딩 107호 (상계동)",01751,건강한생활약국,205439.320706497,461335.356566932
5819,동물약국,041-541-5339,충청남도 아산시 읍내동 148-3,"충청남도 아산시 온주길16번길 10, 1층 (읍내동)",31562,꿈의약국,201501.426213648,362136.424708622
5820,동물약국,,경기도 김포시 풍무동 199,"경기도 김포시 양도로19번길 7, 가나프라자 1층 104호 (풍무동)",10113,연세푸른약국,,
5821,동물약국,02-2644-8018,서울특별시 양천구 목동 404-156 대경프라자 104호,"서울특별시 양천구 신목로 102, 대경프라자 104호 (목동)",08007,자연약국,188954.524397407,446824.338404844
5822,동물약국,061-285-8345,전라남도 무안군 일로읍 오룡리 122 위드유타워,"전라남도 무안군 일로읍 오룡번영3로 40, 위드유타워 108,109호",58581,오룡약국,152653.406044467,145115.570277339
5823,동물약국,02-3662-4290,서울특별시 강서구 등촌동 628-6,"서울특별시 강서구 화곡로68길 3, 1층 105호 (등촌동)",07548,가양하늘약국,187096.002994697,450820.499671685
5824,동물약국,051-715-0040,부산광역시 부산진구 부전동 256-1,"부산광역시 부산진구 서면로 66, 1층 (부전동)",47286,서면다정동물약국,387465.787784927,186094.59907691
5825,동물약국,,경기도 화성시 진안동 525-76,"경기도 화성시 경기대로 1044, 101호 (진안동)",18401,도토리약국,203008.761933888,411883.664997151
5826,동물약국,,충청북도 청주시 상당구 석교동 135,충청북도 청주시 상당구 청남로 2200(석교동),28711,육거리큰약국,243882.06406976,347516.128562569
5827,동물약국,031-555-7702,경기도 구리시 인창동 487-49,"경기도 구리시 동구릉로 91, 1층 (인창동)",11914,드림약국,211768.416077632,456223.610885777
5828,동물약국,,서울특별시 송파구 석촌동 177-2,서울특별시 송파구 송파대로45길 3(석촌동),05616,석촌 미소약국,209247.900395006,444897.863772662
5829,동물약국,0507-1331-9654,서울특별시 강동구 명일동 312-90 명일동메디컬빌딩 101호,"서울특별시 강동구 구천면로 403, 명일동메디컬빌딩 101호 (명일동)",05257,사랑나눔약국,212598.225483332,449856.211644028
5830,동물약국,,경기도 성남시 수정구 신흥동 4210-2,경기도 성남시 수정구 산성대로 249(신흥동),13353,한약국,212742.994052411,437570.293255352
5831,동물약국,032-423-5085,인천광역시 미추홀구 주안동 79-8 훈산빌딩,"인천광역시 미추홀구 경인로 399-1, 훈산빌딩 1층 (주안동)",22140,주안시민약국,172020.121518434,439635.667879981
5832,동물약국,02-447-9621,서울특별시 광진구 구의동 80-46 항석빌딩,"서울특별시 광진구 자양로 201, 항석빌딩 (구의동)",04991,용마약국,207478.69627375,449255.026051538
5833,동물약국,,서울특별시 관악구 신림동 1653,"서울특별시 관악구 조원로 20, 101호 (신림동)",08769,구로행복약국,191494.217231529,442341.131994796
5834,동물약국,02-6053-1130,서울특별시 구로구 오류동 159-3 1층,"서울특별시 구로구 오류로 73, 1층 (오류동)",08342,인성약국,185831.535832122,443229.016885491
5835,동물약국,02-6497-1234,서울특별시 금천구 시흥동 836-35,"서울특별시 금천구 금하로 701, 1층 (시흥동)",08573,다해약국,191786.988598104,438826.884783149
5836,동물약국,,서울특별시 강북구 미아동 773-10,"서울특별시 강북구 솔매로 80, 1층 (미아동)",01168,삼양약국,201790.824559557,458052.751972027
5837,동물약국,,대전광역시 서구 관저동 1523 하나로마트,"대전광역시 서구 구봉로 111, 하나로마트 1층 (관저동)",35382,하나로약국,230079.939237793,310716.299484789
5838,동물약국,,경상남도 진주시 문산읍 삼곡리 1199-20,경상남도 진주시 문산읍 동부로 571,52838,문산참약사약국,305864.722961428,185885.063380594
5839,동물약국,,부산광역시 남구 문현동 405-5,"부산광역시 남구 수영로 21, 1층 (문현동)",48415,다솜약국,388597.978853464,183975.146268647
5840,동물약국,051-727-5123,부산광역시 기장군 장안읍 좌천리 251-1,"부산광역시 기장군 장안읍 해맞이로 9, 1층",46033,바른약국,404062.034571155,203818.948595032
5841,동물약국,062-671-5550,광주광역시 남구 봉선동 155-6,광주광역시 남구 봉선2로 68 (봉선동),61685,그랜드온누리약국,192060.881659274,180723.696539703
5842,동물약국,02-355-0513,서울특별시 은평구 불광동 281-12,서울특별시 은평구 불광로 54(불광동),03368,세계로약국,193883.666374804,456609.785398431
5843,동물약국,,대구광역시 동구 신천동 285-1 서한 코보스카운티 103호,"대구광역시 동구 동부로22길 2, 서한 코보스카운티 103호 (신천동)",41242,참행복한 약국,346839.338720581,265229.731134058
5844,동물약국,031-8049-0339,경기도 김포시 운양동 1306-6,"경기도 김포시 김포한강1로 230, 1층 112호 (운양동)",10078,현대센트럴약국,171936.354377897,461246.824767028
5845,동물약국,044-864-3713,세종특별자치시 나성동 361-50 퍼스트원,"세종특별자치시 나성북로 30, 퍼스트원 5층 542호 (나성동)",30128,인생약국,223249.047258661,332040.219503434
5846,동물약국,,전라남도 여수시 학동 83-20,전라남도 여수시 망마로 11(학동),59676,새싹약국,260782.617606831,140458.87080773
5847,동물약국,061-683-1555,전라남도 여수시 학동 43-5,전라남도 여수시 시청로 48(학동),59677,자연약국,260637.99884297,141013.019341819
5848,동물약국,,서울특별시 서대문구 홍은동 404-1 서강주상복합아파트,"서울특별시 서대문구 가좌로 65, 1층 102호 (홍은동, 서강주상복합아파트)",03663,홍은약국,193654.244320565,452971.763876532
5849,동물약국,,경기도 이천시 증포동 178-4,"경기도 이천시 이섭대천로 1387-1, 102호 (증포동)",17346,미소짓는약국,240239.135826023,421160.326336297
5850,동물약국,044-867-9685,세종특별자치시 해밀동 산 8 해밀마을1단지,"세종특별자치시 해밀3로 32, 상가동 101~102호 (해밀동, 해밀마을1단지)",30092,허브약국,223720.051833584,336231.041102223
5851,동물약국,,서울특별시 영등포구 신길동 234-6,"서울특별시 영등포구 신길로 157, 1층 (신길동)",07387,태령약국,192050.08947096,444909.726093006
5852,동물약국,,경기도 수원시 장안구 조원동 778 상훈휴팰리스,"경기도 수원시 장안구 송정로 146, 101호 (조원동, 상훈휴팰리스)",16309,건강나눔약국,201075.777928716,421649.981565642
5853,동물약국,,울산광역시 남구 신정동 479-7,"울산광역시 남구 중앙로 282, 1층 (신정동)",44679,효성약국,409428.332068421,229802.184904901
5854,동물약국,,경기도 김포시 풍무동 194-5,"경기도 김포시 양도로 23, 109호 (풍무동)",10113,조아동물약국,,
5855,동물약국,,서울특별시 영등포구 영등포동5가 41 유니온빌딩,"서울특별시 영등포구 영중로 60, 유니온빌딩 1층 (영등포동5가)",07250,늘사랑약국,191556.437820673,446591.720509469
5856,동물약국,062-263-6800,광주광역시 북구 두암동 85,광주광역시 북구 삼정로 110(두암동),61154,메디팜세종약국,194177.651490832,185847.046216882
5857,동물약국,042-476-2662,대전광역시 서구 둔산동 1505 행촌회관,"대전광역시 서구 문예로 63, 행촌회관 1층 (둔산동)",35240,둔산백화점약국,234922.95946811,316900.807902066
5858,동물약국,042-934-1383,대전광역시 대덕구 석봉동 406-12,"대전광역시 대덕구 석봉로37번길 60-19, 1층 (석봉동)",34318,미소약국,238219.476521719,327793.332928456
5859,동물약국,,부산광역시 기장군 정관읍 매학리 712-1 정관 홈플러스,"부산광역시 기장군 정관읍 정관5로 50, 정관 홈플러스",46015,정관온누리약국,397835.275062345,204802.042928644
5860,동물약국,,서울특별시 서초구 양재동 24 스포타임 엘타워,"서울특별시 서초구 강남대로 213, 스포타임 엘타워 1층 (양재동)",06749,온약국,203028.520902327,442302.889340581
5861,동물약국,02-2212-1931,서울특별시 동대문구 전농동 10 전농 SK아파트,"서울특별시 동대문구 사가정로 148, 3층 (전농동, 전농 SK아파트)",02532,신행당약국,205271.704936121,452706.897879436
5862,동물약국,,경기도 수원시 영통구 하동 983-2,"경기도 수원시 영통구 광교중앙로 256, 탑프라자 112호 (하동)",16512,법원약국,205962.220076927,421190.401223809
5863,동물약국,,경기도 용인시 기흥구 신갈동 63 기흥역롯데캐슬스카이몰 1층 8호,"경기도 용인시 기흥구 중부대로 375, 1층 8호 (신갈동, 기흥역롯데캐슬스카이)",17064,모두사랑약국,209561.848956988,418928.960809078
5864,동물약국,0612841293,전라남도 목포시 옥암동 1192-8,전라남도 목포시 정의로 4-10(옥암동),58671,남도온누리약국,149085.912627103,146026.431510994
5865,동물약국,,경기도 성남시 분당구 서현동 312-2 서현굿모닝프라자,"경기도 성남시 분당구 분당로263번길 35, 서현굿모닝프라자 101호 (서현동)",13587,분당 비타민약국,212310.156645208,429973.506818287
5866,동물약국,042-634-2268,대전광역시 대덕구 법동 287-5 동아빌딩,"대전광역시 대덕구 중리북로 4, 동아빌딩 1층 (법동)",34384,참사랑약국,238471.815235655,318591.461697698
5867,동물약국,0269521701,서울특별시 서대문구 남가좌동 350-1,"서울특별시 서대문구 증가로 145, 103호 (남가좌동)",03692,동백약국,192990.643811836,452795.046649645
